politifact230	Department of Homeland Security Appropriations Act, 2007 (2006; 109th Congress H.R. 5441)
politifact1028	Justice Department Memos on Interrogation Techniques
politifact7618	Transcripts
politifact13395	Clinton campaign’s claim that Trump would ‘force schools to allow guns in classrooms’
politifact539	Outlook, Office, Skype, Bing, Breaking News, and Latest Videos
politifact9802	Rand Paul: We Must Demilitarize the Police
politifact7511	Pelosi urges minimum-wage hike
politifact12627	Trump's Tough Talk on Hedge-Fund Taxes Doesn't Match His Plan
politifact2139	'This Week' Transcript: Geithner
politifact14940	Full text: Jeff Flake on Trump speech transcript
politifact13305	Most heroin in U.S. now comes across Mexican border, Rob Portman says
politifact10209	Congress: Job Ratings
politifact320	YouTube
politifact7668	Statement by the President
politifact6519	Children - Obama for America TV Ad
politifact8071	Remarks by the President on the Economy -- Knox College, Galesburg, IL
politifact341	Mike Huckabee: Fried Squirrel Out of a Popcorn Popper
politifact340	Outlook, Office, Skype, Bing, Breaking News, and Latest Videos
politifact12944	CQ.com
politifact12945	To young people who are undocumented: This is your country, too.
politifact1337	Patient Protection and Affordable Care Act
politifact13619	Trump asking Congress, not Mexico, to pay for border wall
politifact7506	U.S. Senator Rand Paul of Kentucky
politifact11931	Justices 1789 to Present
politifact8130	Florida Democrats Ask HHS to Protect Floridians from High Insurance Premiums in Marketplace
politifact98	Encounters With 'Regular Guy' Fred Thompson -- New York Magazine
politifact959	Outlook, Office, Skype, Bing, Breaking News, and Latest Videos
politifact3428	Social Security Online History Pages
politifact13310	At Trump hotel site, immigrant workers wary
politifact11208	A comprehensive investigation of voter impersonation finds 31 credible incidents out of one billion ballots cast
